tri_facility_id,Facility,City/State,Total releases (lbs),Fugitive air (lbs),Stack air (lbs),Water (lbs),Primary Activity
68008CRGLL650IN,Cargill Corn Milling North America,"Blair, Nebraska",3,1,2,0,"Wet Corn Milling, Plastics Material and Resin Manufacturing"
68025CTYFF2701E,City Of Fremont Department Of Utilities Lon D Wright Power,"Fremont, Nebraska",43,0,25,0,Fossil Fuel Electric Power Generation
6802WNTRVT2141W,Intervet Inc/Schering-Plough,"Elkhorn, Nebraska",2,0,0,0,Biological Product (except Diagnostic) Manufacturing
68037SHGRVJUNCT,Ash Grove Cement Co,"Louisville, Nebraska",15,0,15,0,Cement Manufacturing
68112MHPBL7475P,Omaha Public Power District North Omaha Station,"Omaha, Nebraska",308,0,302,0,Fossil Fuel Electric Power Generation
68368NBRSK4500W,Nebraska Public Power District Sheldon Station,"Hallam, Nebraska",110,0,40,0,Fossil Fuel Electric Power Generation
68410MHPBLRR3,Omaha Public Power District Nebraska City Station,"Nebraska City, Nebraska",833,0,404,0,Fossil Fuel Electric Power Generation
68507RCHRD78THA,Adm,"Lincoln, Nebraska",9,0,7,0,Soybean Processing
68521NRDNL601WE,Pfizer Inc,"Lincoln, Nebraska",4,0,0,0,Biological Product (except Diagnostic) Manufacturing
68601MNNST3000E,Adm Corn Processing - Columbus,"Columbus, Nebraska",162,0,39,0,Wet Corn Milling
68701NCRSTRURAL,Nucor Steel Nebraska,"Norfolk, Nebraska",242,0,239,0,Iron and Steel Mills
68801PLTTG1035W,Platte Generating Station,"Grand Island, Nebraska",34,0,34,0,Fossil Fuel Electric Power Generation
68826PLTTV2142T,Green Plains Central City Llc,"Central City, Nebraska",4,4,1,0,Ethyl Alcohol Manufacturing
68901CHFTHEASTH,Chief Ethanol Fuels Inc,"Hastings, Nebraska",8,0,8,0,Ethyl Alcohol Manufacturing
68901WHLNNEHWY6,Whelan Energy Center (Wec 1 Hu Wec 2 Ppga),"Hastings, Nebraska",76,0,54,0,Fossil Fuel Electric Power Generation
69145CLNHR5MISO,Clean Harbors Environmental Services Inc,"Kimball, Nebraska",17654,0,2,0,Hazardous Waste Treatment and Disposal
69165GRLDGSHWY2,Gerald Gentleman Station,"Sutherland, Nebraska",540,0,240,0,Fossil Fuel Electric Power Generation
69361WSTRN2100E,Western Sugar Cooperative,"Scottsbluff, Nebraska",28,0,25,0,Beet Sugar Manufacturing
70037LLNCRHIGHW,Conocophillips Co  - Alliance Refinery,"Belle Chasse, Louisiana",20,0,19,1,Petroleum Refineries
70043CHLMT7CKEP,Rain Cii Carbon Llc,"Chalmette, Louisiana",1,0,0,0,All Other Petroleum and Coal Products Manufacturing
70047TRNSM14902,Valero Refining - New Orleans Llc,"Norco, Louisiana",12,0,12,1,Petroleum Refineries
70051MRTHNHWY61,Marathon Petroleum Co Llc,"Garyville, Louisiana",18,0,12,2,Petroleum Refineries
70052GRMRC114JE,Rain Cii Carbon Llc,"Gramercy, Louisiana",1,0,1,0,All Other Petroleum and Coal Products Manufacturing
70052KSRLMAIRLI,Noranda Alumina Llc,"Gramercy, Louisiana",1798,0,0,26,Alumina Refining
70057NNCRBHWY31,St Charles Operations (Taft/Star) Union Carbide Corp,"Taft, Louisiana",5,0,0,0,All Other Basic Organic Chemical Manufacturing
70069BYSTLRIVER,Arcelormittal Laplace Llc,"La Place, Louisiana",182,23,58,0,Iron and Steel Mills
70075MRPHY2500E,Murphy Oil Usa Inc Meraux Refinery,"Meraux, Louisiana",3,0,3,0,Petroleum Refineries
70079CCRBN81PRS,Rain Cii Carbon Llc,"Norco, Louisiana",1,0,0,0,All Other Petroleum and Coal Products Manufacturing
70079MTVNR15536,Motiva Enterprises Llc Norco Refinery,"Norco, Louisiana",143,29,114,0,Petroleum Refineries
70079SHLLL1205R,Shell Norco Chemical Plant East Site,"Norco, Louisiana",1,0,1,0,Petrochemical Manufacturing
70079SHLLL265RI,Shell Norco Chemical Plant West Site,"Norco, Louisiana",39,0,38,0,Petrochemical Manufacturing
70143TNNCL500WE,Chalmette Refining Llc,"Chalmette, Louisiana",23,0,21,1,Petroleum Refineries
70422MTFND13040,Bradken - Amite Inc,"Amite, Louisiana",8,2,0,0,Steel Foundries (except Investment)
70427GYLRD4THST,Tin (Dba Temple Inland),"Bogalusa, Louisiana",23,0,9,0,Paper (except Newsprint) Mills
70586CBTCR412MI,Cabot Corp Ville Platte Plant,"Ville Platte, Louisiana",4,0,4,0,Carbon Black Manufacturing
70602CTGPTHIGHW,Citgo Petroleum Corp,"Westlake, Louisiana",209,0,209,0,Petroleum Refineries
70634BSSTHUSHIG,Boise Packaging & Newsprint Llc,"Deridder, Louisiana",8,0,8,0,Paperboard Mills
70665CHMCL7170J,Chemical Waste Management - La Ke Charles Facility,"Sulphur, Louisiana",2315,0,0,0,Hazardous Waste Treatment and Disposal
70665VNTRC1920P,Rain Cii Carbon Llc Lake Charles Calcining Plant (Lccp),"Sulphur, Louisiana",2,0,2,0,All Other Petroleum and Coal Products Manufacturing
70669CNCLKOLDSP,Conocophillips Lake Charles Refinery,"Westlake, Louisiana",182,0,45,2,Petroleum Refineries
70669NTRGY3500H,Entergy Roy S Nelson Plant,"Westlake, Louisiana",306,0,195,0,Fossil Fuel Electric Power Generation
70669PPGNDCOLUM,Ppg Industries Inc,"Westlake, Louisiana",988,359,7,7,Alkalies and Chlorine Manufacturing
70669VSTCHOLDSP,Sasol North America Inc Lake Charles Chemical Complex,"Westlake, Louisiana",5,0,1,1,All Other Basic Organic Chemical Manufacturing
70723TXCRFFOOTO,Convent Refinery,"Convent, Louisiana",62,0,22,0,Petroleum Refineries
70734LLDSGHWY31,Honeywell International Inc Geismar Plant,"Carville, Louisiana",829,0,0,0,Industrial Gas Manufacturing
70734RCDNCHIGHW,Pcs Nitrogen Fertilizer Lp,"Geismar, Louisiana",12,0,0,1,All Other Basic Inorganic Chemical Manufacturing
70750HLLPTHWY10,Alon Refining Krotz Springs Inc,"Krotz Springs, Louisiana",4,0,2,1,Petroleum Refineries
70760BGCJN9951C,Big Cajun 2,"New Roads, Louisiana",932,0,850,0,Fossil Fuel Electric Power Generation
70765GRGGLHIGHW,Georgia Gulf Chemicals & Vinyl S Llc,"Plaquemine, Louisiana",9,0,0,0,Plastics Material and Resin Manufacturing
70765THDWCHIGHW,The Dow Chemical Co - Louisiana Operations,"Plaquemine, Louisiana",41,0,0,0,All Other Basic Organic Chemical Manufacturing
70776STFFRRIVER,Pioneer Americas Llc (Dba Olin Chlor Alkali Products),"Saint Gabriel, Louisiana",5633,0,0,1,Alkalies and Chlorine Manufacturing
70792GRCCHEASTB,Mosaic Fertilizer Llc Uncle Sam Plant,"Uncle Sam, Louisiana",1979,0,0,1,Phosphatic Fertilizer Manufacturing
70805XXNBT4050S,Exxonmobil Refining & Supply Baton Rouge Refinery,"Baton Rouge, Louisiana",64,0,64,0,Petroleum Refineries
70805XXNCH4999S,Exxonmobil Chemical Baton Rouge Chemical Plant,"Baton Rouge, Louisiana",138,0,132,3,Petrochemical Manufacturing
70807GRTLK2200B,Oxbow Calcining Llc,"Baton Rouge, Louisiana",7,0,7,0,All Other Petroleum and Coal Products Manufacturing
70821CPLYM5955S,Lion Copolymer Llc,"Baton Rouge, Louisiana",9,0,0,0,Synthetic Rubber Manufacturing
7101WDCRBN21RED,Ada Carbon Solutions (Red River) Llc,"Coushatta, Louisiana",13,0,13,0,All Other Miscellaneous Chemical Product and Preparation Manufacturing
71052CLCCR963PO,Dolet Hills Power Station,"Mansfield, Louisiana",402,0,234,1,Electric Power Distribution
71052NTRNTHWY50,International Paper Co - Mansfield Mill,"Mansfield, Louisiana",22,0,8,0,Paperboard Mills
71107GSRFN620AE,Certainteed Inc Shreveport La,"Shreveport, Louisiana",1,0,0,0,Asphalt Shingle and Coating Materials Manufacturing
71247STNHDMILLS,Smurfit-Stone Container Enterprises Inc,"Hodge, Louisiana",61,0,7,0,Paperboard Mills
71292MNVLL1031J,Graphic Packaging International Inc,"West Monroe, Louisiana",18,0,18,0,Paperboard Mills
71411WLLMTHIGHW,International Paper / Red River Mill,"Campti, Louisiana",16,0,6,1,Paperboard Mills
71447CLCCR275RO,Brame Energy Center,"Lena, Louisiana",187,0,164,1,Fossil Fuel Electric Power Generation
71611NTRNTFAIRF,Evergreen Packaging,"Pine Bluff, Arkansas",23,6,10,0,Paper (except Newsprint) Mills
71635GRGPCPAPER,Georgia-Pacific Crossett Operations,"Crossett, Arkansas",23,0,10,1,"Softwood Veneer and Plywood Manufacturing, Pulp Mills, Plastics Material and Resin Manufacturing"
71730NVRNM309AM,Clean Harbors El Dorado Llc,"El Dorado, Arkansas",11676,0,6,0,Hazardous Waste Treatment and Disposal
71822NKSPPHIGHW,Domtar Aw Llc  Ashdown Mill,"Ashdown, Arkansas",29,0,20,2,Pulp Mills
71836SHGRVPOBOX,Ash Grove Cement Co,"Foreman, Arkansas",178,0,141,0,Cement Manufacturing
72015RNC001007V,Rineco,"Benton, Arkansas",398,0,0,0,Hazardous Waste Treatment and Disposal
72110RKNSSHIGHW,Green Bay Packaging Inc Arkansas Kraft Div,"Morrilton, Arkansas",6,0,3,0,Paperboard Mills
72132NTRGY1100W,White Bluff Generating Plant,"Redfield, Arkansas",803,1,558,0,Fossil Fuel Electric Power Generation
72206GSRFN2701E,Certainteed Corp,"Little Rock, Arkansas",316,316,0,0,Asphalt Shingle and Coating Materials Manufacturing
72315NCRST7301E,Nucor Steel - Arkansas,"Blytheville, Arkansas",447,0,446,0,Iron and Steel Mills
72316NCRYM5929E,Nucor-Yamato Steel Co,"Blytheville, Arkansas",327,4,315,0,Iron and Steel Mills
7237WPLMPN2732A,Plum Point Energy Station,"Osceola, Arkansas",214,0,172,0,Fossil Fuel Electric Power Generation
72503RKNSSSTATE,Futurefuel Chemical Co,"Batesville, Arkansas",18,0,17,0,All Other Basic Organic Chemical Manufacturing
72562NRGYN555PO,Independence Steam Electric Station,"Newark, Arkansas",843,0,600,0,Fossil Fuel Electric Power Generation
72734FLNTC21797,American Electric Power Flint Creek Plant,"Gentry, Arkansas",146,0,133,0,Fossil Fuel Electric Power Generation
72902QNXMC4700P,Gerdau - Fort Smith Mill,"Fort Smith, Arkansas",29,0,0,0,Iron and Steel Mills
73098KRRMC906SO,Wynnewood Refining Co,"Wynnewood, Oklahoma",6,0,2,0,Petroleum Refineries
73401TTLPTHIGHW,Valero Refining Co -Oklahoma Valero Ardmore Refinery,"Ardmore, Oklahoma",4,0,3,0,Petroleum Refineries
73753GRTLKRTE1B,Oxbow Calcining Llc,"Kremlin, Oklahoma",8,0,8,0,All Other Petroleum and Coal Products Manufacturing
73860SFTYK5MILE,Clean Harbors Lone Mountain Llc Lone Mountain Facility,"Waynoka, Oklahoma",2081,1,0,0,Hazardous Waste Treatment and Disposal
74053NRTHSJCTHW,American Electric Power Northeastern Plant,"Oologah, Oklahoma",197,0,192,0,Fossil Fuel Electric Power Generation
74107SNCLR902W2,Holly Refining & Marketing - Tulsa Llc,"Tulsa, Oklahoma",45,0,21,0,Petroleum Refineries
74107SNRFN1700S,Holly Refining & Marketing - Tulsa Llc,"Tulsa, Oklahoma",18,0,17,1,Petroleum Refineries
74337GRNDR3MIEO,Grand River Dam Authority Coal Fired Complex,"Chouteau, Oklahoma",951,1,669,0,Fossil Fuel Electric Power Generation
74362TCHMN6THHU,Norit Americas Inc,"Pryor, Oklahoma",87,0,87,0,All Other Miscellaneous Chemical Product and Preparation Manufacturing
74401DLTLX381DA,Dal-Italia,"Muskogee, Oklahoma",31,0,31,0,Ceramic Wall and Floor Tile Manufacturing
74403FRTHW5600E,Georgia-Pacific Consumer Products Lp,"Muskogee, Oklahoma",48,0,14,0,Paper (except Newsprint) Mills
74434MSKGG5501T,Muskogee Generating Station,"Fort Gibson, Oklahoma",260,0,249,0,Fossil Fuel Electric Power Generation
74603CNCPN1000S,Conocophillips Technology Center,"Ponca City, Oklahoma",23,0,21,0,Petroleum Refineries
74651SNRGNHWY15,Oge Energy Corp Sooner Generating Station,"Red Rock, Oklahoma",180,0,178,0,Fossil Fuel Electric Power Generation
74735WSTRNHWY70,Western Farmers Electric Coop,"Hugo, Oklahoma",439,0,435,0,Electric Power Distribution
74764WYRHSHIGHW,International Paper Co,"Valliant, Oklahoma",36,0,8,1,Paperboard Mills
74820DLCMN1100W,Holcim (Us) Inc - Ada Plant,"Ada, Oklahoma",8,0,7,0,Cement Manufacturing
74951SSHDY3MILE,Aes Shady Point Llc,"Panama, Oklahoma",363,0,123,0,Fossil Fuel Electric Power Generation
75455MNTCLOFFFM,Monticello Steam Electric Station & Lignite Mine,"Mount Pleasant, Texas",1811,0,1005,0,Fossil Fuel Electric Power Generation
75504NTRNTPOBOX,International Paper Texarkana Mill,"Queen City, Texas",11,0,10,0,Paper (except Newsprint) Mills
75650HWPRK2400F,American Electric Power Hw Pirkey Power Plant,"Hallsville, Texas",1566,0,1070,0,Fossil Fuel Electric Power Generation
75670MRCNNWESTE,Norit Americas Inc,"Marshall, Texas",90,0,65,0,All Other Miscellaneous Chemical Product and Preparation Manufacturing
75686WLSHPFM173,American Electric Power Welsh Plant,"Pittsburg, Texas",472,0,470,1,Fossil Fuel Electric Power Generation
75691MRTNL8850F,Martin Lake Steam Electric Station & Lignite Mine,"Tatum, Texas",2563,0,1420,0,Fossil Fuel Electric Power Generation
75840BGBRW11MIE,Big Brown Steam Electric Station & Lignite Mine,"Fairfield, Texas",1686,0,1610,0,Fossil Fuel Electric Power Generation
75846LMSTNFM39A,Limestone Electric  Generating Station,"Jewett, Texas",1502,0,1150,0,Fossil Fuel Electric Power Generation
75846NCRSTHWY79,Nucor Steel - Texas,"Jewett, Texas",397,0,397,0,Iron and Steel Mills
75859TXPSL2MILE,Txi Operations Lp,"Streetman, Texas",6,0,1,0,Kaolin and Ball Clay Mining
76065CHPRR300WA,Chaparral Steel Midlothian Lp,"Midlothian, Texas",716,0,606,0,Iron and Steel Mills
76065GFFRDPOBOX,Ash Grove Texas Lp,"Midlothian, Texas",59,0,50,0,Cement Manufacturing
76065HLNMT1600D,Holcim (Texas) Lp,"Midlothian, Texas",17,0,17,0,Cement Manufacturing
76065TXSND245WA,Txi Operations Lp,"Midlothian, Texas",22,0,19,0,Cement Manufacturing
76384KLNNP12567,American Electric Power Oklaunion Plant,"Vernon, Texas",141,0,133,0,Fossil Fuel Electric Power Generation
76567SNDWS7MISW,Sandow Steam Electric Station,"Rockdale, Texas",866,0,487,0,Fossil Fuel Electric Power Generation
7656WSNDWG378CH,Sandow 5 Generating Plant & Lignite Mine,"Rockdale, Texas",1105,0,63,0,Fossil Fuel Electric Power Generation
76629TXSNWHWY6,Optim Energy Lp Twin Oaks,"Bremond, Texas",679,0,300,3,Fossil Fuel Electric Power Generation
76634CHMCL2861F,Chemical Lime Limited,"Clifton, Texas",49,0,5,0,Lime Manufacturing
77012HLLPT9701M,Valero Refining - Texas Lp Houston Refinery,"Houston, Texas",8,0,8,0,Petroleum Refineries
77012STFFR8615M,Rhodia Inc,"Houston, Texas",15,0,3,0,All Other Basic Inorganic Chemical Manufacturing
77015MRCHM1914H,Merisol Usa Llc,"Houston, Texas",42,0,0,0,Cyclic Crude and Intermediate Manufacturing
77017LYNDL12000,Houston Refining Lp,"Houston, Texas",42,0,7,0,Petroleum Refineries
77029NCHRG4202F,Longhorn Glass Manufacturing Lp,"Houston, Texas",12,0,12,0,Glass Container Manufacturing
77087STNVR5743C,Set Environmental Inc,"Houston, Texas",625,0,0,0,Hazardous Waste Treatment and Disposal
77480PHLLPSH35A,Conocophillips Co Sweeny Refinery Complex,"Old Ocean, Texas",12,10,0,2,Petroleum Refineries
77481WPRSHYUJON,Wa Parish Electric Generatin G Station,"Thompsons, Texas",1218,0,820,0,Fossil Fuel Electric Power Generation
77501MBLMN2001J,Agrifos Fertilizer Llc,"Pasadena, Texas",77,0,0,0,Phosphatic Fertilizer Manufacturing
77506CRWNC111RE,Pasadena Refining System Inc,"Pasadena, Texas",3,0,3,0,Petroleum Refineries
77522XXNBY2800D,Exxonmobil Refining & Supply Baytown Refinery,"Baytown, Texas",222,1,160,49,Petroleum Refineries
77522XXNCH3525D,Exxonmobil Chemical Co Baytown Olefins Plant,"Baytown, Texas",4,0,0,4,Petrochemical Manufacturing
77522XXNCH5000B,Exxonmobil Baytown Chemical Plant,"Baytown, Texas",9,0,0,9,Petrochemical Manufacturing
77530RCCHM2502S,Lyondell Chemical Co,"Channelview, Texas",329,0,3,0,Petrochemical Manufacturing
77536DRPRK5900H,Deer Park Refining Lp,"Deer Park, Texas",1,0,0,1,Petroleum Refineries
77536SFTYK2027B,Clean Harbors Deer Park Llc,"La Porte, Texas",2536,1,0,0,Hazardous Waste Treatment and Disposal
77536SHLLLHIGHW,Shell Chemical Lp,"Deer Park, Texas",101,0,1,0,Petrochemical Manufacturing
77539DRTHR2700A,Duratherm Inc,"San Leon, Texas",87,0,0,0,Hazardous Waste Treatment and Disposal
77547NTDST1201M,Usgypsum Co Galena Park,"Galena Park, Texas",1,0,0,0,Paper (except Newsprint) Mills
77590MCLCM24015,Bp Chemical Plant Texas City,"Texas City, Texas",44,1,39,0,"Fossil Fuel Electric Power Generation, Petroleum Refineries, Cyclic Crude and Intermediate Manufacturing"
77590MRTHNFOOTO,Marathon Petroleum Co Lp,"Texas City, Texas",13,0,1,0,Petroleum Refineries
77592TXSCTLOOP1,Valero Refining - Texas Lp,"Texas City, Texas",579,0,9,0,Petroleum Refineries
77630NLNDROLDHI,Temple-Inland Orange Mill,"Orange, Texas",11,0,1,0,Paperboard Mills
77631DPNTSFARMR,Dupont Sabine River Works,"Orange, Texas",2,0,2,0,Petrochemical Manufacturing
77640CLRKR1801S,Premcor Refining Group Inc Port Arthur,"Port Arthur, Texas",8,0,8,0,Petroleum Refineries
77640FNLNDHIGHW,Total Petrochemicals Usa Inc - Port Arthur Refinery,"Port Arthur, Texas",18,0,18,0,Petroleum Refineries
77640GRTLKCOKED,Oxbow Calcining,"Port Arthur, Texas",8,0,8,0,All Other Petroleum and Coal Products Manufacturing
77640TXCRFNORTH,Motiva Enterprises Llc,"Port Arthur, Texas",48,0,0,0,Petroleum Refineries
77643WSTMNHWY73,Veolia Es Technical Solutions Llc Port Arthur Facility,"Port Arthur, Texas",764,0,23,0,Hazardous Waste Treatment and Disposal
77656PLPPPPOBOX,Meadwestvaco Texas Lp,"Evadale, Texas",12,0,7,1,Paperboard Mills
77701BMNTREASTE,Exxonmobil Oil Beaumont Refinery,"Beaumont, Texas",200,0,200,0,Petroleum Refineries
77701NRTHSOLDHI,Gerdau Ameristeel Beaumont,"Vidor, Texas",104,0,104,0,Iron and Steel Mills
77704MBLCHGULFS,Exxonmobil Oil Corp (Dba Mobil Chemical Co),"Beaumont, Texas",4,0,4,0,Petrochemical Manufacturing
77830GBBNS25MIL,Gibbons Creek Steam Station,"Anderson, Texas",232,0,232,0,Fossil Fuel Electric Power Generation
7785WKGRVS13MIL,Oak Grove Steam Electric Station,"Franklin, Texas",2180,0,203,0,Fossil Fuel Electric Power Generation
77905NVSTS2695L,Invista Sa Rl,"Victoria, Texas",197,0,15,2,All Other Basic Organic Chemical Manufacturing
77960CLTCRFMRD2,Coleto Creek Power Station,"Fannin, Texas",296,0,213,0,Fossil Fuel Electric Power Generation
77978LMNMCSTATE,Alcoa World Alumina Llc,"Point Comfort, Texas",1665,0,1217,1,Alumina Refining
78012SNMGL6200F,San Miguel Electric Cooperative Inc,"Christine, Texas",1509,0,456,0,Fossil Fuel Electric Power Generation
78071DMNDS301LE,Valero Three Rivers Refinery,"Three Rivers, Texas",4,1,3,0,Petroleum Refineries
78131LFRGCSOLMS,Cemex Construction Materials South Llc - Balcones Plant,"New Braunfels, Texas",3,0,3,0,Cement Manufacturing
78132CHMCL350AP,Chemical Lime Limited Plant,"New Braunfels, Texas",61,0,4,0,Lime Manufacturing
78132TXPRT7781F,Txi Operations Lp - Hunter Cement Plant,"New Braunfels, Texas",58,0,55,0,Cement Manufacturing
78156STRCTPOBOX,Structural Metals Inc,"Seguin, Texas",2008,2,338,0,Iron and Steel Mills
78217CPTLG11551,Capitol Aggregates Ltd Capitol Cement Div,"San Antonio, Texas",4,0,4,0,Cement Manufacturing
78263WSMMR9599G,Calaveras Power Station,"San Antonio, Texas",768,0,540,9,Fossil Fuel Electric Power Generation
78266LMCMN6055W,Alamo Cement Co Ii Ltd,"San Antonio, Texas",24,0,24,0,Cement Manufacturing
78359RYNLDHIGHW,Sherwin Alumina Lp,"Gregory, Texas",1196,0,5,0,Alumina Refining
7836WFLNTHSUTHE,Flint Hills Resources Corpus Christi Llc,"Ingleside, Texas",2,1,0,0,Petroleum Bulk Stations and Terminals
78380TXSCLPETRO,Us Ecology Texas Inc,"Robstown, Texas",7021,0,0,1,Hazardous Waste Treatment and Disposal
78403CSTLR1300C,Valero Refining Texas Lp Corpus Christi East Plant,"Corpus Christi, Texas",31,0,2,1,Petroleum Refineries
78408CHMPL1801N,Citgo Refining & Chemicals Co Lp East Plant,"Corpus Christi, Texas",8,0,7,0,Petroleum Refineries
78408STHWS1700N,Flint Hills Resources Lp - East Plant,"Corpus Christi, Texas",3,0,0,0,Petroleum Refineries
78409CHMPL7350I,Citgo Refining & Chemicals Co Lp - West Plant,"Corpus Christi, Texas",16,0,16,0,Petroleum Refineries
78410CCPCC1501M,Equistar Chemicals Lp,"Corpus Christi, Texas",2,0,0,0,Petrochemical Manufacturing
78410KCHRFSUNTI,Flint Hills Resources Lp - West Plant,"Corpus Christi, Texas",10,0,0,7,Petroleum Refineries
78469VLRRF5900U,Valero Refining - Texas Lp Corpus Christi West Plant,"Corpus Christi, Texas",45,0,17,1,Petroleum Refineries
78610TXSLHLOOP4,Texas Lehigh Cement Co Lp,"Buda, Texas",15,0,15,0,Cement Manufacturing
78611CHMCL7829S,Chemical Lime Ltd Marble Falls Plant,"Marble Falls, Texas",121,0,0,0,Lime Manufacturing
78727STNWH14001,Austin White Lime Co,"Austin, Texas",4,0,0,0,Lime Manufacturing
78945LCRFY6549P,Lcra Fayette Power Project,"La Grange, Texas",383,0,360,0,Fossil Fuel Electric Power Generation
79008PHLLP2MILE,Chevron Phillips Chemical Co Lp,"Borger, Texas",28,0,0,0,All Other Basic Organic Chemical Manufacturing
79008PHLLPSTATE,Conocophilllips Co Borger Refinery,"Borger, Texas",37,1,12,1,Petroleum Refineries
79008SDRCHPODRA,Sid Richardson Carbon Co,"Borger, Texas",2,0,0,0,Carbon Black Manufacturing
79086DMNDSSTARR,Diamond Shamrock Refining Co Lp,"Sunray, Texas",11,0,6,0,Petroleum Refineries
79108STHWSNLAKE,Southwestern Public Service Co Harrington Station,"Amarillo, Texas",295,0,292,0,Fossil Fuel Electric Power Generation
79371STHWS8MISW,Southwestern Public Service Co Tolk Station,"Earth, Texas",302,0,302,0,Fossil Fuel Electric Power Generation
79535LNSTRFARMR,Lone Star Industries Dba Buzzi Unicem Usa,"Maryneal, Texas",28,0,28,0,Cement Manufacturing
79721FNLNDIS20E,Alon Usa - Big Spring Refinery,"Big Spring, Texas",49,42,1,6,Petroleum Refineries
79776STHDW13MIL,Cemex Construction Materials South Llc,"Odessa, Texas",14,0,13,0,Cement Manufacturing
79905LPSRF6500T,Western El Paso Refinery,"El Paso, Texas",4,0,4,0,Petroleum Refineries
80022CNCDN5801B,Suncor Energy Commerce City Refinery,"Commerce City, Colorado",7,0,6,1,Petroleum Refineries
80216PBLCS6198F,Public Service Co Of Colorado Cherokee Station,"Denver, Colorado",32,0,27,0,Fossil Fuel Electric Power Generation
80223PBLCS2601S,Public Service Co Of Colorado Arapahoe Station,"Denver, Colorado",90,0,90,0,Fossil Fuel Electric Power Generation
80302PBLCS1800N,Public Service Co Of Colorado Valmont Station,"Boulder, Colorado",47,0,9,2,Fossil Fuel Electric Power Generation
80540STHWS5134U,Cemex Construction Materials South Llc,"Lyons, Colorado",42,0,37,0,Cement Manufacturing
80549RWHDN2700E,Rawhide Energy Station,"Wellington, Colorado",94,0,65,0,Fossil Fuel Electric Power Generation
80723PBLCS14940,Public Service Co Of Colorado Pawnee Station,"Brush, Colorado",263,0,221,0,Fossil Fuel Electric Power Generation
80817RYNXN14020,Colorado Springs Utilities Ray Nixon Power Plant,"Fountain, Colorado",79,0,15,0,Fossil Fuel Electric Power Generation
80860CRPPL2755S,Cripple Creek & Victor Gold Mining Co,"Victor, Colorado",2151,0,12,0,Gold Ore Mining
80903MRTND700SC,Colorado Springs Utilities Martin Drake Power Plant,"Colorado Springs, Colorado",40,0,11,0,Fossil Fuel Electric Power Generation
81004CFSTL225CA,Evraz Rocky Mountain Steel,"Pueblo, Colorado",183,19,162,0,Iron and Steel Mills
81004GCCRG3372L,Gcc Rio Grande Inc,"Pueblo, Colorado",16,0,16,0,Cement Manufacturing
81006PBLCS2005L,Public Service Co Of Colorado Comanche Station,"Pueblo, Colorado",859,0,126,0,Fossil Fuel Electric Power Generation
81212TLCRP550HW,Black Hills Energy - Wn Clark Stat Ion,"Canon City, Colorado",44,0,7,0,Fossil Fuel Electric Power Generation
81226HLNMN3500S,Holcim (Us) Inc Portland Plant,"Florence, Colorado",9,0,9,0,Cement Manufacturing
81424TRSTT30739,Tri-State Generation & Transmission - Nucla Station,"Nucla, Colorado",37,0,0,0,Fossil Fuel Electric Power Generation
81428BWN2MOLDST,Bowie No 2 Mine,"Paonia, Colorado",9,0,0,0,Bituminous Coal Underground Mining
81526PBLCS4MILE,Public Service Co Of Colorado Cameo Station,"Palisade, Colorado",17,0,10,0,Fossil Fuel Electric Power Generation
81625TRPPR65MIL,Trapper Mining Inc,"Craig, Colorado",130,0,0,0,Bituminous Coal and Lignite Surface Mining
81626TRSTT2201R,Tri-State Generation & Transmission - Craig Station,"Craig, Colorado",173,0,43,0,Fossil Fuel Electric Power Generation
81639PBLCS12795,Public Service Co Of Colorado Hayden Station,"Hayden, Colorado",122,0,21,0,Fossil Fuel Electric Power Generation
82007FRNTR2700E,Frontier Refining Inc,"Cheyenne, Wyoming",4,0,4,0,Petroleum Refineries
82070MNTNC5SAND,Mountain Cement Co,"Laramie, Wyoming",33,2,32,0,Cement Manufacturing
82201LRMRV347GR,Basin Electric Laramie River Station,"Wheatland, Wyoming",446,0,340,0,Fossil Fuel Electric Power Generation
82334SNCLREASTL,Sinclair Wyoming Refining Co,"Sinclair, Wyoming",166,0,6,0,Petroleum Refineries
82423WYMNG30HWY,Wyoming Lime Producers,"Frannie, Wyoming",2,0,2,0,Lime Manufacturing
82609LTTLM5700E,Sinclair Casper Refining Co,"Casper, Wyoming",3,0,3,0,Petroleum Refineries
82637PCFCR1591T,Pacificorp Dave Johnston Plant,"Glenrock, Wyoming",359,0,201,0,Fossil Fuel Electric Power Generation
82713BHPLS3363H,Black Hills Corp - Osag E Power Plant,"Osage, Wyoming",16,0,15,0,Fossil Fuel Electric Power Generation
82716NLSMP13151,Black Hills Corp - Neil Simpson Complex,"Gillette, Wyoming",835,0,359,0,Fossil Fuel Electric Power Generation
82718WYDKP48WYO,Pacificorp Wyodak Plant,"Gillette, Wyoming",434,0,103,0,Fossil Fuel Electric Power Generation
82901CHVRN525SH,Simplot Phosphates Llc,"Rock Springs, Wyoming",59,0,0,0,Phosphatic Fertilizer Manufacturing
82942JMBRD9MILE,Pacificorp Jim Bridger Plant & Bridger Coal Co,"Point Of Rocks, Wyoming",529,0,494,0,Fossil Fuel Electric Power Generation
83101NGHTN5MISO,Pacificorp Naughton Plant,"Kemmerer, Wyoming",170,0,77,0,Fossil Fuel Electric Power Generation
83201JRSMPDONSI,J R Simplot Co Don Sid Ing,"Pocatello, Idaho",342,0,1,0,Phosphatic Fertilizer Manufacturing
